Gender,Age,Height_cm,Weight_kg,BMI_Category,Goal,Body_Part,Exercise,Equipment,Reps,Sets,Intensity,Calories_Burned_30min,MuscleGain_kg_month
Male,49,164,102,Obese,Fat Loss,Legs,Bodyweight Squat,Bodyweight,12,5,High,197,0.22
Female,37,163,64,Normal,Maintenance,Abs,Crunches,Bodyweight,15,4,Moderate,196,0.16
Male,43,170,98,Obese,Fat Loss,Full Body,Mountain Climbers,Bodyweight,10,4,High,212,0.13
Male,27,176,53,Underweight,Muscle Gain,Arms,Bicep Curl,Bodyweight,11,3,Low,100,0.3
Male,21,152,99,Obese,Fat Loss,Chest,Incline Chest Press,Bodyweight,10,5,High,208,0.18
Female,33,174,113,Obese,Fat Loss,Legs,Walking Lunges,Bodyweight,13,4,High,214,0.24
Male,40,168,63,Normal,Maintenance,Legs,Seated Leg Extension,Bodyweight,11,3,Moderate,168,0.16
Male,19,170,65,Normal,Maintenance,Abs,Russian Twist,Bodyweight,15,4,Moderate,121,0.29
Male,39,186,90,Overweight,Fat Loss,Chest,Incline Chest Press,Bodyweight,11,5,High,170,0.29
Female,41,190,92,Overweight,Fat Loss,Legs,Leg Press,Machine,13,4,High,173,0.12
Female,19,169,82,Overweight,Fat Loss,Arms,Hammer Curl,Bodyweight,13,5,High,108,0.1
Male,55,156,54,Normal,Maintenance,Arms,Hammer Curl,Bodyweight,14,5,Moderate,118,0.17
Male,25,175,98,Obese,Fat Loss,Back,Lat Pulldown,Machine,13,4,High,176,0.25
Female,43,177,59,Normal,Maintenance,Glutes,Glute Bridge,Bodyweight,10,5,Moderate,198,0.23
Male,34,182,74,Normal,Maintenance,Arms,Concentration Curl,Bodyweight,12,3,Moderate,221,0.12
Female,30,187,108,Obese,Fat Loss,Chest,Incline Push-Up,Bodyweight,11,3,High,143,0.29
Male,52,180,62,Normal,Maintenance,Chest,Incline Push-Up,Bodyweight,11,5,Moderate,134,0.26
Male,49,152,97,Obese,Fat Loss,Legs,Bodyweight Squat,Bodyweight,13,5,High,140,0.1
Female,40,157,97,Obese,Fat Loss,Cardio,Cycling,Cardio Machine,12,5,High,113,0.12
Male,51,160,81,Obese,Fat Loss,Abs,Crunches,Bodyweight,12,4,High,133,0.28
Female,49,156,78,Obese,Fat Loss,Cardio,Rowing,Cardio Machine,10,4,High,214,0.25
Female,39,172,84,Overweight,Fat Loss,Legs,Bodyweight Squat,Bodyweight,15,3,High,231,0.17
Male,23,187,72,Normal,Maintenance,Cardio,Rowing,Cardio Machine,14,5,Moderate,126,0.16
Female,46,181,111,Obese,Fat Loss,Arms,Overhead Extension,Dumbbell,14,3,High,128,0.16
Male,45,163,52,Normal,Maintenance,Full Body,Mountain Climbers,Bodyweight,14,4,Moderate,243,0.27
Female,38,169,54,Normal,Maintenance,Glutes,Fire Hydrant,Bodyweight,15,3,Moderate,104,0.13
Female,39,182,118,Obese,Fat Loss,Back,Lat Pulldown,Machine,10,4,High,131,0.14
Female,43,176,45,Underweight,Muscle Gain,Legs,Seated Leg Extension,Bodyweight,13,3,Low,186,0.44
Female,32,169,58,Normal,Maintenance,Cardio,Elliptical,Cardio Machine,15,4,Moderate,126,0.18
Male,24,178,47,Underweight,Muscle Gain,Glutes,Cable Kickback,Bodyweight,14,5,Low,144,0.66
Male,58,164,88,Obese,Fat Loss,Abs,Plank,Bodyweight,11,5,High,107,0.25
Female,57,183,52,Underweight,Muscle Gain,Back,Lat Pulldown,Machine,11,3,Low,134,0.72
Male,53,151,46,Normal,Maintenance,Back,Resistance Band Row,Bodyweight,10,5,Moderate,158,0.25
Female,33,158,94,Obese,Fat Loss,Cardio,Jump Rope,Equipment,11,4,High,235,0.11
Female,32,165,70,Overweight,Fat Loss,Abs,Heel Touch,Bodyweight,11,5,High,200,0.27
Male,32,158,49,Normal,Maintenance,Arms,Bicep Curl,Bodyweight,10,3,Moderate,116,0.1
Male,42,186,115,Obese,Fat Loss,Cardio,Treadmill Walk (Incline),Cardio Machine,12,5,High,118,0.2
Male,47,168,73,Overweight,Fat Loss,Abs,Crunches,Bodyweight,11,3,High,209,0.28
Female,33,169,46,Underweight,Muscle Gain,Chest,Push-Up,Bodyweight,11,5,Low,128,0.48
Female,24,156,107,Obese,Fat Loss,Full Body,Jumping Jacks,Bodyweight,14,4,High,112,0.15
Female,33,156,114,Obese,Fat Loss,Glutes,Glute Bridge,Bodyweight,13,5,High,127,0.24
Male,47,190,73,Normal,Maintenance,Full Body,Jumping Jacks,Bodyweight,15,5,Moderate,145,0.27
Male,53,189,107,Overweight,Fat Loss,Chest,Push-Up,Bodyweight,15,5,High,110,0.24
Male,33,190,65,Underweight,Muscle Gain,Back,Bent-Over Row,Bodyweight,11,3,Low,208,0.59
Male,35,154,119,Obese,Fat Loss,Chest,Push-Up,Bodyweight,12,4,High,173,0.25
Female,31,150,63,Overweight,Fat Loss,Chest,Push-Up,Bodyweight,13,4,High,117,0.18
Female,30,180,81,Overweight,Fat Loss,Cardio,Rowing,Cardio Machine,12,4,High,186,0.28
Female,49,170,101,Obese,Fat Loss,Chest,Push-Up,Bodyweight,10,5,High,124,0.24
Male,22,166,66,Normal,Maintenance,Legs,Walking Lunges,Bodyweight,12,3,Moderate,131,0.19
Male,34,173,119,Obese,Fat Loss,Abs,Crunches,Bodyweight,10,3,High,176,0.24
Male,20,171,105,Obese,Fat Loss,Full Body,Mountain Climbers,Bodyweight,10,5,High,151,0.17
Male,59,168,83,Overweight,Fat Loss,Legs,Step-Up,Bodyweight,10,5,High,121,0.28
Female,42,161,99,Obese,Fat Loss,Shoulders,Front Raise,Bodyweight,13,4,High,224,0.14
Male,56,169,47,Underweight,Muscle Gain,Abs,Plank,Bodyweight,12,4,Low,123,0.64
Male,28,187,117,Obese,Fat Loss,Abs,Heel Touch,Bodyweight,15,5,High,232,0.13
Female,39,180,60,Normal,Maintenance,Back,Bird Dog,Bodyweight,12,3,Moderate,156,0.22
Female,42,176,57,Underweight,Muscle Gain,Shoulders,Arm Circles,Bodyweight,11,4,Low,206,0.48
Female,49,178,114,Obese,Fat Loss,Legs,Leg Press,Machine,11,5,High,140,0.11
Female,43,152,105,Obese,Fat Loss,Abs,Crunches,Bodyweight,15,3,High,244,0.24
Female,46,178,102,Obese,Fat Loss,Back,Lat Pulldown,Machine,15,4,High,212,0.27
Female,26,174,52,Underweight,Muscle Gain,Glutes,Glute Bridge,Bodyweight,14,3,Low,160,0.42
Male,36,170,103,Obese,Fat Loss,Cardio,Treadmill Walk (Incline),Cardio Machine,10,3,High,130,0.23
Male,42,153,97,Obese,Fat Loss,Shoulders,Lateral Raise,Bodyweight,11,4,High,105,0.26
Female,51,173,47,Underweight,Muscle Gain,Abs,Plank,Bodyweight,14,5,Low,144,0.55
Male,27,177,86,Overweight,Fat Loss,Cardio,Rowing,Cardio Machine,13,4,High,102,0.27
Female,50,156,69,Overweight,Fat Loss,Shoulders,Arnold Press,Bodyweight,10,4,High,135,0.13
Female,45,185,87,Overweight,Fat Loss,Arms,Concentration Curl,Bodyweight,13,3,High,124,0.14
Male,58,181,90,Overweight,Fat Loss,Cardio,Elliptical,Cardio Machine,15,5,High,153,0.15
Female,58,153,97,Obese,Fat Loss,Legs,Bodyweight Squat,Bodyweight,13,5,High,168,0.27
Female,40,165,68,Normal,Maintenance,Legs,Step-Up,Bodyweight,12,4,Moderate,163,0.17
Female,45,153,53,Normal,Maintenance,Abs,Plank,Bodyweight,10,3,Moderate,112,0.18
Male,21,153,52,Normal,Maintenance,Legs,Step-Up,Bodyweight,12,5,Moderate,140,0.18
Female,59,174,110,Obese,Fat Loss,Glutes,Glute Bridge,Bodyweight,10,4,High,181,0.27
Female,22,156,67,Overweight,Fat Loss,Glutes,Step-Up,Bodyweight,10,4,High,115,0.23
Male,37,177,98,Obese,Fat Loss,Cardio,Cycling,Cardio Machine,15,3,High,241,0.18
Male,38,161,53,Normal,Maintenance,Chest,Incline Push-Up,Bodyweight,15,3,Moderate,157,0.25
Female,21,158,73,Overweight,Fat Loss,Cardio,Elliptical,Cardio Machine,11,5,High,201,0.13
Female,18,188,99,Overweight,Fat Loss,Arms,Bicep Curl,Bodyweight,12,5,High,180,0.27
Female,32,159,61,Normal,Maintenance,Back,Seated Cable Row,Machine,12,5,Moderate,175,0.23
Female,54,177,70,Normal,Maintenance,Glutes,Fire Hydrant,Bodyweight,12,4,Moderate,185,0.1
Male,49,184,74,Normal,Maintenance,Back,Resistance Band Row,Bodyweight,12,3,Moderate,168,0.2
Male,50,171,80,Overweight,Fat Loss,Cardio,Rowing,Cardio Machine,15,5,High,122,0.25
Male,37,165,104,Obese,Fat Loss,Cardio,Cycling,Cardio Machine,10,3,High,137,0.25
Female,45,154,102,Obese,Fat Loss,Cardio,Rowing,Cardio Machine,10,4,High,104,0.19
Male,23,187,69,Normal,Maintenance,Arms,Overhead Extension,Dumbbell,15,5,Moderate,120,0.19
Female,26,154,108,Obese,Fat Loss,Glutes,Cable Kickback,Bodyweight,10,4,High,209,0.22
Female,39,162,88,Obese,Fat Loss,Abs,Heel Touch,Bodyweight,12,4,High,220,0.17
Female,46,161,80,Obese,Fat Loss,Shoulders,Front Raise,Bodyweight,12,4,High,180,0.16
Female,25,153,89,Obese,Fat Loss,Cardio,Elliptical,Cardio Machine,11,3,High,112,0.27
Male,47,189,104,Overweight,Fat Loss,Shoulders,Arm Circles,Bodyweight,10,3,High,245,0.28
Male,39,188,50,Underweight,Muscle Gain,Cardio,Jump Rope,Equipment,10,3,Low,128,0.24
Male,44,156,50,Normal,Maintenance,Abs,Crunches,Bodyweight,13,5,Moderate,181,0.15
Male,53,184,52,Underweight,Muscle Gain,Legs,Leg Press,Machine,15,3,Low,145,0.7
Female,35,163,118,Obese,Fat Loss,Glutes,Hip Thrust,Bodyweight,14,3,High,165,0.28
Female,51,190,63,Underweight,Muscle Gain,Shoulders,Lateral Raise,Bodyweight,15,3,Low,247,0.46
Female,28,183,71,Normal,Maintenance,Chest,Pec Deck Fly,Bodyweight,13,4,Moderate,241,0.28
Female,42,186,91,Overweight,Fat Loss,Legs,Step-Up,Bodyweight,12,4,High,180,0.29
Female,40,172,95,Obese,Fat Loss,Abs,Heel Touch,Bodyweight,14,3,High,158,0.2
Female,55,161,118,Obese,Fat Loss,Full Body,Jump Squats,Bodyweight,12,3,High,189,0.26
Male,21,179,110,Obese,Fat Loss,Chest,Push-Up,Bodyweight,11,4,High,168,0.18
Female,58,178,91,Overweight,Fat Loss,Legs,Step-Up,Bodyweight,11,4,High,108,0.1
Male,42,188,50,Underweight,Muscle Gain,Back,Lat Pulldown,Machine,15,5,Low,174,0.38
Male,54,173,108,Obese,Fat Loss,Back,Resistance Band Row,Bodyweight,10,4,High,209,0.17
Male,30,172,75,Overweight,Fat Loss,Arms,Hammer Curl,Bodyweight,12,3,High,213,0.25
Male,26,170,73,Overweight,Fat Loss,Full Body,Mountain Climbers,Bodyweight,10,3,High,175,0.17
Male,50,164,88,Obese,Fat Loss,Full Body,Jump Squats,Bodyweight,10,5,High,236,0.14
Male,50,166,55,Normal,Maintenance,Legs,Step-Up,Bodyweight,15,3,Moderate,239,0.3
Female,37,171,119,Obese,Fat Loss,Back,Lat Pulldown,Machine,12,4,High,224,0.2
Female,28,182,113,Obese,Fat Loss,Abs,Heel Touch,Bodyweight,11,5,High,203,0.18
Male,42,156,79,Obese,Fat Loss,Legs,Walking Lunges,Bodyweight,10,3,High,213,0.22
Female,29,181,60,Underweight,Muscle Gain,Glutes,Step-Up,Bodyweight,15,5,Low,234,0.43
Female,23,155,77,Obese,Fat Loss,Back,Bent-Over Row,Bodyweight,12,5,High,250,0.27
Female,19,169,61,Normal,Maintenance,Arms,Overhead Extension,Dumbbell,14,3,Moderate,133,0.15
Female,19,178,55,Underweight,Muscle Gain,Legs,Bodyweight Squat,Bodyweight,14,4,Low,158,0.58
Female,34,188,89,Overweight,Fat Loss,Abs,Plank,Bodyweight,11,4,High,216,0.16
Male,20,150,59,Overweight,Fat Loss,Legs,Seated Leg Extension,Bodyweight,14,3,High,138,0.17
Female,18,177,90,Overweight,Fat Loss,Chest,Incline Chest Press,Bodyweight,12,5,High,183,0.28
Female,46,180,107,Obese,Fat Loss,Arms,Concentration Curl,Bodyweight,10,4,High,214,0.29
Male,47,181,99,Obese,Fat Loss,Cardio,Rowing,Cardio Machine,15,3,High,126,0.19
Male,48,186,87,Overweight,Fat Loss,Shoulders,Shoulder Press,Bodyweight,13,3,High,108,0.24
Male,34,150,93,Obese,Fat Loss,Back,Lat Pulldown,Machine,13,3,High,228,0.28
Female,37,181,85,Overweight,Fat Loss,Chest,Pec Deck Fly,Bodyweight,13,5,High,152,0.17
Female,22,185,102,Overweight,Fat Loss,Chest,Incline Chest Press,Bodyweight,11,5,High,117,0.18
Male,39,185,92,Overweight,Fat Loss,Full Body,Burpees,Bodyweight,14,5,High,189,0.22
Male,28,173,81,Overweight,Fat Loss,Arms,Hammer Curl,Bodyweight,10,3,High,214,0.22
Male,44,158,78,Obese,Fat Loss,Arms,Overhead Extension,Dumbbell,13,3,High,183,0.27
Female,49,156,114,Obese,Fat Loss,Full Body,Burpees,Bodyweight,12,4,High,120,0.27
Male,19,178,59,Normal,Maintenance,Legs,Seated Leg Extension,Bodyweight,10,3,Moderate,200,0.23
Male,24,156,45,Underweight,Muscle Gain,Legs,Bodyweight Squat,Bodyweight,10,5,Low,158,0.8
Female,51,156,112,Obese,Fat Loss,Legs,Bodyweight Squat,Bodyweight,15,4,High,223,0.21
Male,35,150,66,Overweight,Fat Loss,Shoulders,Arm Circles,Bodyweight,14,3,High,105,0.22
Female,36,162,120,Obese,Fat Loss,Abs,Russian Twist,Bodyweight,13,5,High,185,0.13
Male,27,163,49,Underweight,Muscle Gain,Legs,Leg Press,Machine,14,4,Low,104,0.68
Female,50,186,73,Normal,Maintenance,Full Body,Burpees,Bodyweight,14,3,Moderate,118,0.16
Female,56,190,79,Normal,Maintenance,Full Body,Kettlebell Swings,Kettlebell,10,4,Moderate,189,0.25
Female,55,177,102,Obese,Fat Loss,Glutes,Fire Hydrant,Bodyweight,13,5,High,149,0.21
Female,58,150,81,Obese,Fat Loss,Full Body,Burpees,Bodyweight,14,3,High,152,0.13
Female,33,167,53,Normal,Maintenance,Shoulders,Shoulder Press,Bodyweight,10,3,Moderate,136,0.29
Female,34,160,79,Obese,Fat Loss,Arms,Overhead Extension,Dumbbell,13,4,High,124,0.2
Female,55,168,70,Normal,Maintenance,Back,Bird Dog,Bodyweight,10,4,Moderate,230,0.13
Male,47,156,118,Obese,Fat Loss,Full Body,Mountain Climbers,Bodyweight,15,4,High,245,0.24
Female,48,153,116,Obese,Fat Loss,Shoulders,Front Raise,Bodyweight,10,3,High,168,0.29
Male,38,178,105,Obese,Fat Loss,Glutes,Glute Bridge,Bodyweight,13,4,High,211,0.2
Male,36,158,116,Obese,Fat Loss,Legs,Step-Up,Bodyweight,11,5,High,152,0.24
Male,40,162,90,Obese,Fat Loss,Arms,Hammer Curl,Bodyweight,14,4,High,174,0.13
Male,41,183,60,Underweight,Muscle Gain,Full Body,Burpees,Bodyweight,13,3,Low,202,0.5
Female,19,173,75,Overweight,Fat Loss,Chest,Pec Deck Fly,Bodyweight,12,3,High,201,0.22
Male,30,166,53,Normal,Maintenance,Chest,Chest Press Machine,Machine,15,3,Moderate,114,0.19
Male,18,170,89,Obese,Fat Loss,Legs,Step-Up,Bodyweight,14,5,High,203,0.11
Female,52,155,66,Overweight,Fat Loss,Shoulders,Lateral Raise,Bodyweight,11,3,High,186,0.29
Female,46,172,86,Overweight,Fat Loss,Arms,Bicep Curl,Bodyweight,11,5,High,121,0.17
Male,25,186,55,Underweight,Muscle Gain,Shoulders,Front Raise,Bodyweight,14,4,Low,108,0.37
Male,59,153,89,Obese,Fat Loss,Cardio,Treadmill Walk (Incline),Cardio Machine,15,3,High,188,0.11
Female,40,153,88,Obese,Fat Loss,Abs,Plank,Bodyweight,10,5,High,224,0.22
Male,42,180,115,Obese,Fat Loss,Shoulders,Arm Circles,Bodyweight,13,5,High,199,0.21
Female,46,165,48,Underweight,Muscle Gain,Shoulders,Arm Circles,Bodyweight,12,3,Low,238,0.64
Male,23,158,87,Obese,Fat Loss,Cardio,Elliptical,Cardio Machine,13,3,High,143,0.26
Male,54,187,88,Overweight,Fat Loss,Full Body,Jump Squats,Bodyweight,14,3,High,122,0.29
Female,37,174,49,Underweight,Muscle Gain,Abs,Russian Twist,Bodyweight,11,5,Low,187,0.26
Female,46,161,80,Obese,Fat Loss,Cardio,Rowing,Cardio Machine,14,3,High,222,0.19
Female,21,171,64,Normal,Maintenance,Abs,Plank,Bodyweight,15,4,Moderate,198,0.21
Male,54,186,53,Underweight,Muscle Gain,Chest,Chest Press Machine,Machine,14,5,Low,205,0.21
Female,39,187,120,Obese,Fat Loss,Glutes,Cable Kickback,Bodyweight,14,5,High,230,0.12
Female,43,166,47,Underweight,Muscle Gain,Full Body,Burpees,Bodyweight,14,4,Low,103,0.38
Female,54,154,78,Obese,Fat Loss,Arms,Hammer Curl,Bodyweight,14,5,High,179,0.12
Female,37,159,83,Obese,Fat Loss,Back,Seated Cable Row,Machine,15,4,High,108,0.22
Female,30,161,99,Obese,Fat Loss,Legs,Seated Leg Extension,Bodyweight,15,5,High,185,0.14
Male,59,179,115,Obese,Fat Loss,Full Body,Burpees,Bodyweight,13,3,High,123,0.17
Female,30,152,52,Normal,Maintenance,Chest,Push-Up,Bodyweight,10,5,Moderate,217,0.17
Female,47,162,70,Overweight,Fat Loss,Full Body,Burpees,Bodyweight,13,3,High,161,0.19
Male,53,151,70,Obese,Fat Loss,Shoulders,Arnold Press,Bodyweight,15,5,High,101,0.26
Female,47,162,66,Overweight,Fat Loss,Abs,Russian Twist,Bodyweight,10,5,High,101,0.25
Female,34,183,99,Overweight,Fat Loss,Full Body,Mountain Climbers,Bodyweight,14,5,High,174,0.13
Male,46,180,55,Underweight,Muscle Gain,Full Body,Jumping Jacks,Bodyweight,13,3,Low,134,0.68
Female,19,150,107,Obese,Fat Loss,Abs,Heel Touch,Bodyweight,15,4,High,108,0.2
Female,59,164,111,Obese,Fat Loss,Cardio,Cycling,Cardio Machine,12,3,High,114,0.17
Female,57,161,54,Normal,Maintenance,Full Body,Burpees,Bodyweight,15,4,Moderate,113,0.18
Female,43,180,49,Underweight,Muscle Gain,Full Body,Jumping Jacks,Bodyweight,12,5,Low,120,0.79
Female,58,179,108,Obese,Fat Loss,Glutes,Fire Hydrant,Bodyweight,14,5,High,113,0.16
Male,36,187,71,Normal,Maintenance,Back,Bent-Over Row,Bodyweight,13,5,Moderate,176,0.2
Female,55,188,73,Normal,Maintenance,Legs,Bodyweight Squat,Bodyweight,12,3,Moderate,199,0.28
Male,34,184,113,Obese,Fat Loss,Glutes,Glute Bridge,Bodyweight,14,4,High,235,0.11
Female,37,179,45,Underweight,Muscle Gain,Shoulders,Arnold Press,Bodyweight,11,4,Low,249,0.73
Male,29,181,60,Underweight,Muscle Gain,Shoulders,Lateral Raise,Bodyweight,12,5,Low,215,0.53
Female,21,154,115,Obese,Fat Loss,Chest,Chest Press Machine,Machine,10,3,High,109,0.23
Male,37,183,85,Overweight,Fat Loss,Shoulders,Lateral Raise,Bodyweight,12,4,High,164,0.13
Female,18,160,88,Obese,Fat Loss,Back,Bird Dog,Bodyweight,12,3,High,111,0.14
Male,60,164,48,Underweight,Muscle Gain,Back,Bird Dog,Bodyweight,15,3,Low,153,0.47
Male,23,175,119,Obese,Fat Loss,Full Body,Jump Squats,Bodyweight,14,5,High,116,0.24
Male,50,190,63,Underweight,Muscle Gain,Full Body,Mountain Climbers,Bodyweight,14,4,Low,113,0.51
Female,43,160,101,Obese,Fat Loss,Abs,Heel Touch,Bodyweight,12,5,High,185,0.26
Female,49,171,98,Obese,Fat Loss,Abs,Heel Touch,Bodyweight,15,4,High,119,0.16
Female,35,158,117,Obese,Fat Loss,Arms,Concentration Curl,Bodyweight,13,5,High,133,0.19
Male,57,156,104,Obese,Fat Loss,Cardio,Elliptical,Cardio Machine,10,3,High,157,0.1
Male,22,151,114,Obese,Fat Loss,Back,Lat Pulldown,Machine,13,3,High,129,0.25
Male,60,182,62,Normal,Maintenance,Abs,Russian Twist,Bodyweight,10,3,Moderate,103,0.12
Male,40,160,88,Obese,Fat Loss,Cardio,Elliptical,Cardio Machine,15,5,High,225,0.1
Male,28,159,75,Overweight,Fat Loss,Back,Seated Cable Row,Machine,11,5,High,117,0.19
Male,27,153,62,Overweight,Fat Loss,Chest,Chest Press Machine,Machine,14,5,High,112,0.11
Female,25,165,103,Obese,Fat Loss,Back,Resistance Band Row,Bodyweight,15,4,High,204,0.25
Female,48,173,70,Normal,Maintenance,Arms,Hammer Curl,Bodyweight,14,3,Moderate,238,0.29
Female,58,170,96,Obese,Fat Loss,Abs,Heel Touch,Bodyweight,10,3,High,180,0.11
Female,55,185,101,Overweight,Fat Loss,Arms,Triceps Pushdown,Cable,11,5,High,138,0.21
Female,21,172,88,Overweight,Fat Loss,Full Body,Jump Squats,Bodyweight,12,4,High,186,0.14
Male,36,167,69,Normal,Maintenance,Abs,Dead Bug,Bodyweight,12,3,Moderate,138,0.18
Male,37,152,110,Obese,Fat Loss,Chest,Chest Press Machine,Machine,12,3,High,159,0.17
Male,32,187,84,Normal,Maintenance,Full Body,Burpees,Bodyweight,14,4,Moderate,143,0.26
Male,57,162,69,Overweight,Fat Loss,Abs,Dead Bug,Bodyweight,15,3,High,204,0.11
Male,44,161,103,Obese,Fat Loss,Back,Resistance Band Row,Bodyweight,12,4,High,194,0.25
Female,24,174,49,Underweight,Muscle Gain,Glutes,Glute Bridge,Bodyweight,12,5,Low,235,0.78
Female,51,185,53,Underweight,Muscle Gain,Legs,Bodyweight Squat,Bodyweight,12,4,Low,197,0.33
Female,37,188,112,Obese,Fat Loss,Chest,Incline Chest Press,Bodyweight,13,5,High,149,0.22
Female,29,150,77,Obese,Fat Loss,Full Body,Jumping Jacks,Bodyweight,13,3,High,224,0.13
Male,28,165,105,Obese,Fat Loss,Legs,Bodyweight Squat,Bodyweight,12,4,High,136,0.13
Female,25,162,74,Overweight,Fat Loss,Legs,Walking Lunges,Bodyweight,14,3,High,163,0.28
Female,37,186,76,Normal,Maintenance,Full Body,Burpees,Bodyweight,11,5,Moderate,133,0.25
Male,46,152,87,Obese,Fat Loss,Full Body,Kettlebell Swings,Kettlebell,15,5,High,158,0.15
Female,32,155,96,Obese,Fat Loss,Legs,Bodyweight Squat,Bodyweight,10,5,High,162,0.13
Female,57,184,62,Underweight,Muscle Gain,Full Body,Jumping Jacks,Bodyweight,15,5,Low,142,0.64
Male,39,173,47,Underweight,Muscle Gain,Cardio,Elliptical,Cardio Machine,15,5,Low,173,0.76
Female,31,163,57,Normal,Maintenance,Abs,Plank,Bodyweight,11,5,Moderate,231,0.17
Male,18,152,54,Normal,Maintenance,Legs,Seated Leg Extension,Bodyweight,12,3,Moderate,208,0.3
Female,37,177,86,Overweight,Fat Loss,Legs,Seated Leg Extension,Bodyweight,11,5,High,129,0.16
Male,47,150,102,Obese,Fat Loss,Cardio,Cycling,Cardio Machine,14,4,High,179,0.28
Female,37,168,104,Obese,Fat Loss,Chest,Incline Push-Up,Bodyweight,12,3,High,159,0.23
Female,22,174,62,Normal,Maintenance,Arms,Triceps Pushdown,Cable,14,5,Moderate,126,0.17
Male,41,181,57,Underweight,Muscle Gain,Arms,Concentration Curl,Bodyweight,13,4,Low,105,0.75
Male,57,157,119,Obese,Fat Loss,Full Body,Jumping Jacks,Bodyweight,13,4,High,184,0.27
Female,60,151,73,Obese,Fat Loss,Back,Bent-Over Row,Bodyweight,12,3,High,238,0.19
Female,43,162,107,Obese,Fat Loss,Back,Resistance Band Row,Bodyweight,14,5,High,240,0.16
Male,44,165,90,Obese,Fat Loss,Back,Bent-Over Row,Bodyweight,13,4,High,147,0.18
Male,30,155,114,Obese,Fat Loss,Glutes,Cable Kickback,Bodyweight,15,4,High,122,0.21
Female,18,153,109,Obese,Fat Loss,Full Body,Kettlebell Swings,Kettlebell,10,3,High,144,0.13
Female,49,181,109,Obese,Fat Loss,Arms,Triceps Pushdown,Cable,13,3,High,151,0.1
Male,54,173,102,Obese,Fat Loss,Shoulders,Lateral Raise,Bodyweight,14,5,High,170,0.29
Female,34,181,86,Overweight,Fat Loss,Legs,Leg Press,Machine,12,5,High,171,0.14
Male,33,178,59,Normal,Maintenance,Abs,Plank,Bodyweight,15,3,Moderate,213,0.14
Male,50,163,99,Obese,Fat Loss,Abs,Plank,Bodyweight,14,3,High,164,0.21
Female,37,165,101,Obese,Fat Loss,Shoulders,Arnold Press,Bodyweight,11,4,High,183,0.13
Female,52,155,62,Overweight,Fat Loss,Chest,Incline Chest Press,Bodyweight,13,3,High,234,0.25
Male,52,186,104,Obese,Fat Loss,Full Body,Kettlebell Swings,Kettlebell,13,3,High,236,0.29
Female,43,161,83,Obese,Fat Loss,Arms,Overhead Extension,Dumbbell,11,4,High,178,0.25
Female,40,184,47,Underweight,Muscle Gain,Full Body,Jumping Jacks,Bodyweight,15,3,Low,175,0.39
Female,19,162,81,Obese,Fat Loss,Chest,Push-Up,Bodyweight,11,5,High,134,0.1
Male,32,157,54,Normal,Maintenance,Glutes,Fire Hydrant,Bodyweight,14,5,Moderate,147,0.14
Male,22,153,68,Overweight,Fat Loss,Full Body,Kettlebell Swings,Kettlebell,10,5,High,139,0.12
Male,23,186,85,Normal,Maintenance,Legs,Seated Leg Extension,Bodyweight,11,3,Moderate,146,0.13
Female,58,168,95,Obese,Fat Loss,Glutes,Step-Up,Bodyweight,10,5,High,212,0.11
Male,60,188,74,Normal,Maintenance,Full Body,Mountain Climbers,Bodyweight,10,4,Moderate,190,0.25
Female,56,161,81,Obese,Fat Loss,Glutes,Fire Hydrant,Bodyweight,11,3,High,130,0.15
Male,58,184,96,Overweight,Fat Loss,Full Body,Kettlebell Swings,Kettlebell,13,5,High,169,0.23
Female,22,171,110,Obese,Fat Loss,Full Body,Kettlebell Swings,Kettlebell,11,4,High,193,0.12
Male,45,180,64,Normal,Maintenance,Full Body,Kettlebell Swings,Kettlebell,13,5,Moderate,186,0.23
Female,28,186,87,Overweight,Fat Loss,Full Body,Jump Squats,Bodyweight,13,4,High,160,0.25
Male,31,157,108,Obese,Fat Loss,Back,Lat Pulldown,Machine,10,5,High,229,0.14
Female,60,179,112,Obese,Fat Loss,Cardio,Cycling,Cardio Machine,15,5,High,132,0.17
Male,32,167,110,Obese,Fat Loss,Full Body,Jump Squats,Bodyweight,13,4,High,128,0.11
Female,37,188,85,Normal,Maintenance,Full Body,Mountain Climbers,Bodyweight,11,3,Moderate,103,0.2
Female,42,180,94,Overweight,Fat Loss,Abs,Heel Touch,Bodyweight,12,3,High,128,0.28
Male,30,186,65,Normal,Maintenance,Cardio,Rowing,Cardio Machine,10,4,Moderate,130,0.17
Female,50,155,65,Overweight,Fat Loss,Shoulders,Shoulder Press,Bodyweight,11,3,High,135,0.16
Female,39,175,74,Normal,Maintenance,Shoulders,Front Raise,Bodyweight,12,5,Moderate,216,0.26
Female,26,177,67,Normal,Maintenance,Arms,Triceps Pushdown,Cable,11,5,Moderate,202,0.17
Male,58,180,76,Normal,Maintenance,Full Body,Jumping Jacks,Bodyweight,12,3,Moderate,221,0.18
Male,48,153,109,Obese,Fat Loss,Full Body,Kettlebell Swings,Kettlebell,15,3,High,245,0.2
Male,25,175,116,Obese,Fat Loss,Chest,Incline Chest Press,Bodyweight,11,4,High,202,0.19
Female,29,185,81,Normal,Maintenance,Glutes,Cable Kickback,Bodyweight,12,4,Moderate,172,0.24
Male,38,163,102,Obese,Fat Loss,Shoulders,Arm Circles,Bodyweight,11,3,High,134,0.22
